"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","barrel"
"51","FF",2019-04-03,96.7,-1.5,5.72,"Jacob deGrom",621446,594798,"null","swinging_strike",NA,NA,NA,NA,6,"null","R","R","R","MIA","NYM","S","null","null",2,0,2019,-0.45,1.44,0.41,2.67,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,621512,NA,"190403_232737",6.22396812729668,-140.836235240852,-6.02418428027752,-7.55949106136891,32.5812690421357,-11.3116549995215,3.76,1.79,NA,NA,NA,98.1,2330,7.1,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.5,"null","null","null","null","null","null","null",36,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"52","SL",2019-04-03,93.3,-1.42,5.71,"Jacob deGrom",621446,594798,"null","ball",NA,NA,NA,NA,14,"null","R","R","R","MIA","NYM","B","null","null",1,0,2019,0.12,0.63,0.95,1.27,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,621512,NA,"190403_232723",5.87519479747813,-135.812897045083,-7.18812575954712,0.394397881227179,27.0394794962839,-22.9521958476415,3.67,1.72,NA,NA,NA,94.4,2512,6.7,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.42,"null","null","null","null","null","null","null",36,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",0
"53","FF",2019-04-03,97,-1.38,5.66,"Jacob deGrom",621446,594798,"null","ball",NA,NA,NA,NA,14,"null","R","R","R","MIA","NYM","B","null","null",0,0,2019,-0.55,1.44,1.17,1.35,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,621512,NA,"190403_232707",8.19919663627348,-140.878915563715,-9.43602156083945,-9.39145435905328,31.8947189680696,-10.604329776527,3.69,1.72,NA,NA,NA,98,2327,7,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.38,"null","null","null","null","null","null","null",36,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Strategic","Standard",0
"54","FF",2019-04-03,98.5,-1.39,5.66,"Jacob deGrom",595375,594798,"strikeout","swinging_strike",NA,NA,NA,NA,7,"JT Riddle strikes out swinging.  ","R","L","R","MIA","NYM","S","2","null",1,2,2019,-0.82,1.39,-0.83,2.15,NA,NA,605119,2,4,"Bot",NA,NA,NA,NA,621512,NA,"190403_231734",3.48143916977781,-143.351820197524,-7.39768130254939,-12.2779549222041,34.2428962204811,-11.2007931795449,3.58,1.76,NA,NA,NA,99.2,2419,6.8,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.39,"null","null","0.00","1","0","0","null",32,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"55","CH",2019-04-03,89.2,-1.27,5.56,"Jacob deGrom",595375,594798,"null","called_strike",NA,NA,NA,NA,6,"null","R","L","R","MIA","NYM","S","null","null",1,1,2019,-0.95,0.59,0.31,2.7,NA,NA,605119,2,4,"Bot",NA,NA,NA,NA,621512,NA,"190403_231706",6.07001334683966,-130.029068330267,-2.35519813236201,-12.4178941473085,27.8001480684579,-24.9118165463899,3.6,1.76,NA,NA,NA,90.8,1575,7.2,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.27,"null","null","null","null","null","null","null",32,3,"Changeup",0,3,0,3,3,0,0,3,"Standard","Standard",0
"56","SL",2019-04-03,94.9,-1.45,5.65,"Jacob deGrom",595375,594798,"null","called_strike",NA,NA,NA,NA,9,"null","R","L","R","MIA","NYM","S","null","null",1,0,2019,0.09,0.7,0.79,1.67,NA,NA,605119,2,4,"Bot",NA,NA,NA,NA,621512,NA,"190403_231643",5.68263527879431,-138.150751778015,-6.45242490915128,0.0743071214986354,28.144570858913,-21.8431593731665,3.51,1.67,NA,NA,NA,96,2485,6.7,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.45,"null","null","null","null","null","null","null",32,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",0
"57","FF",2019-04-03,97.7,-1.42,5.65,"Jacob deGrom",595375,594798,"null","ball",NA,NA,NA,NA,13,"null","R","L","R","MIA","NYM","B","null","null",0,0,2019,-0.85,1.44,-1.21,2.01,NA,NA,605119,2,4,"Bot",NA,NA,NA,NA,621512,NA,"190403_231621",2.57498952884066,-142.191590098375,-7.66991861163361,-12.2383775094935,34.3743850762134,-10.9183335460121,3.53,1.72,NA,NA,NA,98.2,2386,6.7,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.42,"null","null","null","null","null","null","null",32,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"58","FF",2019-04-03,97.4,-1.44,5.67,"Jacob deGrom",516770,594798,"field_out","hit_into_play",NA,NA,NA,NA,5,"Starlin Castro flies out to center fielder Keon Broxton.  ","R","R","R","MIA","NYM","X","8","fly_ball",1,1,2019,-0.57,1.5,-0.24,2.56,NA,NA,605119,1,4,"Bot",161.48,46.14,NA,NA,621512,NA,"190403_231547",4.63959307377938,-141.822909626666,-6.38539181621555,-8.98382503127747,34.6489185924875,-10.3122196673316,3.72,1.76,364,98,29,98.3,2367,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.44,"0.522","0.924","0.00","1","0","0","6",31,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",1
"59","SL",2019-04-03,93.6,-1.45,5.65,"Jacob deGrom",516770,594798,"null","swinging_strike",NA,NA,NA,NA,14,"null","R","R","R","MIA","NYM","S","null","null",1,0,2019,0.1,0.6,0.89,1.78,NA,NA,605119,1,4,"Bot",NA,NA,NA,NA,621512,NA,"190403_231515",5.86349353874829,-136.350278916962,-5.68440606626486,0.0629418190471549,28.927202349568,-23.5113937742363,3.67,1.72,NA,NA,NA,94.7,2477,6.8,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.45,"null","null","null","null","null","null","null",31,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",0
"60","FF",2019-04-03,96.8,-1.54,5.58,"Jacob deGrom",516770,594798,"null","ball",NA,NA,NA,NA,11,"null","R","R","R","MIA","NYM","B","null","null",0,0,2019,-0.54,1.41,-1.89,3.04,NA,NA,605119,1,4,"Bot",NA,NA,NA,NA,621512,NA,"190403_231451",0.312188855611384,-141.067998008279,-4.53786176643165,-7.32933771031981,34.4525821222869,-12.2669808303795,3.76,1.83,NA,NA,NA,97.5,2342,6.8,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.54,"null","null","null","null","null","null","null",31,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"61","FF",2019-04-03,97,-1.37,5.62,"Jacob deGrom",435522,594798,"field_out","hit_into_play",NA,NA,NA,NA,6,"Neil Walker flies out to center fielder Keon Broxton.  ","R","L","R","MIA","NYM","X","8","fly_ball",0,0,2019,-0.66,1.34,0.59,2.98,NA,NA,605119,0,4,"Bot",153.69,60.34,NA,NA,621512,NA,"190403_231412",6.87764402323262,-141.192810537261,-4.68834375206303,-10.5981062490095,32.6636604103742,-13.0816358903352,3.63,1.83,329,87.7,32,98.1,2307,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.37,"0.055","0.074","0.00","1","0","0","3",30,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shift","Standard",0
"62","FF",2019-04-03,96.9,-1.41,5.61,"Jacob deGrom",605119,594798,"single","hit_into_play_no_out",NA,NA,NA,NA,6,"Brian Anderson singles on a line drive to center fielder Keon Broxton.  ","R","R","R","MIA","NYM","X","8","line_drive",3,2,2019,-0.55,1.55,0.68,2.27,NA,NA,NA,0,4,"Bot",149.08,104.6,NA,NA,621512,NA,"190403_231324",6.97132131943478,-140.910089816027,-7.00957225179101,-9.26178581005634,36.6393657356811,-9.70035108151866,3.51,1.65,234,74.2,23,97.6,2438,7.1,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.41,"0.940","0.870","0.90","1","1","0","4",29,7,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"63","FF",2019-04-03,97.3,-1.33,5.65,"Jacob deGrom",605119,594798,"null","ball",NA,NA,NA,NA,12,"null","R","R","R","MIA","NYM","B","null","null",2,2,2019,-0.73,1.33,1.11,2.74,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,621512,NA,"190403_231257",8.45668985427483,-141.580450363142,-5.50516034090902,-12.2177255714503,35.7630317084663,-12.6026647531263,3.53,1.62,NA,NA,NA,98.9,2378,7.4,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.33,"null","null","null","null","null","null","null",29,6,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"64","CH",2019-04-03,90.5,-1.35,5.64,"Jacob deGrom",605119,594798,"null","foul",NA,NA,NA,NA,7,"null","R","R","R","MIA","NYM","S","null","null",2,2,2019,-1.47,0.16,-0.6,2.17,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,621512,NA,"190403_231227",5.1032861989823,-131.755943990119,-3.0872954713386,-18.4580999265699,29.730794208029,-29.7489159370274,3.56,1.67,NA,NA,NA,91.3,1821,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.35,"null","null","null","null","null","null","null",29,5,"Changeup",0,3,0,3,3,0,0,3,"Standard","Standard",0
"65","FF",2019-04-03,97.7,-1.34,5.71,"Jacob deGrom",605119,594798,"null","ball",NA,NA,NA,NA,12,"null","R","R","R","MIA","NYM","B","null","null",1,2,2019,-0.49,1.47,0.66,3.71,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,621512,NA,"190403_231205",6.60876203960849,-142.256303297441,-3.33698009830238,-8.40863174523735,35.3131090828589,-11.3386587820348,3.46,1.6,NA,NA,NA,98.5,2385,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.34,"null","null","null","null","null","null","null",29,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"66","FF",2019-04-03,97,-1.47,5.63,"Jacob deGrom",605119,594798,"null","foul",NA,NA,NA,NA,5,"null","R","R","R","MIA","NYM","S","null","null",1,1,2019,-0.4,1.43,-0.02,2.16,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,621512,NA,"190403_231139",4.84686208567629,-141.118352460921,-7.05767345407341,-6.53536247716873,33.82692935678,-11.3990179174847,3.44,1.55,NA,NA,NA,97.5,2245,6.7,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.47,"null","null","null","null","null","null","null",29,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"67","FF",2019-04-03,97.5,-1.51,5.62,"Jacob deGrom",605119,594798,"null","called_strike",NA,NA,NA,NA,6,"null","R","R","R","MIA","NYM","S","null","null",1,0,2019,-0.35,1.42,0.59,2.35,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,621512,NA,"190403_231120",6.51219868662623,-141.803272524637,-6.58653406496353,-6.29101748924741,34.5025377682361,-11.46771438185,3.51,1.62,NA,NA,NA,97.8,2267,6.6,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.51,"null","null","null","null","null","null","null",29,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"68","SL",2019-04-03,93.6,-1.64,5.67,"Jacob deGrom",605119,594798,"null","ball",NA,NA,NA,NA,14,"null","R","R","R","MIA","NYM","B","null","null",0,0,2019,0.22,0.59,0.66,0.65,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,621512,NA,"190403_231104",5.51925913687625,-136.193925830253,-8.68361946628635,1.65599679695509,28.2675367070032,-22.9770562112631,3.51,1.62,NA,NA,NA,94.8,2438,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.64,"null","null","null","null","null","null","null",29,1,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",0
"69","FF",2019-04-03,97.2,-1.43,5.68,"Jacob deGrom",434158,594798,"strikeout","swinging_strike",NA,NA,NA,NA,2,"Curtis Granderson strikes out swinging.  ","R","L","R","MIA","NYM","S","2","null",2,2,2019,-0.6,1.34,-0.03,3.15,NA,NA,NA,2,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_230131",5.20661316667137,-141.521921814717,-4.42348668367948,-9.44645298267091,33.4283975741552,-12.9809434687792,3.37,1.57,NA,NA,NA,98.2,2321,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.43,"null","null","0.00","1","0","0","null",25,6,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shift","Standard",0
"70","CU",2019-04-03,87.4,-1.61,5.77,"Jacob deGrom",434158,594798,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","MIA","NYM","B","null","null",1,2,2019,0.33,-0.23,-1.43,2.54,NA,NA,NA,2,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_230114",-0.243254603198734,-127.385998378528,-1.19490473069501,3.65955854478548,25.1305704105131,-34.6448050098533,3.37,1.57,NA,NA,NA,87.5,NA,6.2,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.61,"null","null","null","null","null","null","null",25,5,"Curveball",0,3,0,3,3,0,0,3,"Infield shift","Standard",0
"71","FF",2019-04-03,98.3,-1.49,5.69,"Jacob deGrom",434158,594798,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","MIA","NYM","B","null","null",0,2,2019,-0.55,1.41,-1.41,3.39,NA,NA,NA,2,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_230059",1.53818490506021,-143.259821541594,-4.15167346805144,-8.05943978366448,33.9221263169772,-11.6479228544065,3.37,1.57,NA,NA,NA,99.3,2304,6.8,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.49,"null","null","null","null","null","null","null",25,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shift","Standard",0
"72","SL",2019-04-03,92.8,-1.54,5.67,"Jacob deGrom",434158,594798,"null","foul",NA,NA,NA,NA,14,"null","R","L","R","MIA","NYM","S","null","null",0,2,2019,0.29,0.54,0.98,1.69,NA,NA,NA,2,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_230032",5.86557733266938,-135.104112682445,-5.63905155732533,2.27701496115297,29.9723420010561,-24.3962618204609,3.37,1.57,5,NA,NA,93.5,2436,6.7,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.54,"null","null","null","null","null","null","null",25,3,"Slider",0,3,0,3,3,0,0,3,"Infield shift","Standard",0
"73","CU",2019-04-03,86.2,-1.49,5.76,"Jacob deGrom",434158,594798,"null","foul",NA,NA,NA,NA,7,"null","R","L","R","MIA","NYM","S","null","null",0,1,2019,0.48,-0.12,-0.47,1.59,NA,NA,NA,2,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_230010",1.45036890036219,-125.62120725214,-3.45706340695842,4.81391043547804,25.2831829664118,-33.0106670553392,3.37,1.6,17,NA,NA,86.8,NA,6.6,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.49,"null","null","null","null","null","null","null",25,2,"Curveball",0,3,0,3,3,0,0,3,"Infield shift","Standard",0
"74","CU",2019-04-03,85.5,-1.44,5.73,"Jacob deGrom",434158,594798,"null","called_strike",NA,NA,NA,NA,4,"null","R","L","R","MIA","NYM","S","null","null",0,0,2019,0.49,0.01,-0.4,2.33,NA,NA,NA,2,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_225955",1.4658730966414,-124.582452778478,-1.78194683583823,4.8273872021175,24.7071754686846,-31.9013905777436,3.37,1.58,NA,NA,NA,86.2,NA,6.6,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.44,"null","null","null","null","null","null","null",25,1,"Curveball",0,3,0,3,3,0,0,3,"Infield shift","Standard",0
"75","SL",2019-04-03,93.9,-1.43,5.72,"Jacob deGrom",670950,594798,"strikeout","swinging_strike",NA,NA,NA,NA,14,"Trevor Richards strikes out swinging.  ","R","R","R","MIA","NYM","S","2","null",0,2,2019,0.35,0.74,1.39,1.49,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_225918",6.61456326703622,-136.753333860064,-7.04594035994553,3.08660189228739,29.2774097876157,-21.2727442502799,3.25,1.51,NA,NA,NA,95.5,2515,7.1,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.43,"null","null","0.00","1","0","0","null",24,3,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",0
"76","FF",2019-04-03,97.3,-1.42,5.71,"Jacob deGrom",670950,594798,"null","called_strike",NA,NA,NA,NA,6,"null","R","R","R","MIA","NYM","S","null","null",0,1,2019,-0.49,1.54,0.76,2.39,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_225905",7.05876081133046,-141.515046931504,-7.0481692251716,-8.3414175393794,33.2087530111887,-9.6562037179264,3.28,1.53,NA,NA,NA,98.2,2410,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.42,"null","null","null","null","null","null","null",24,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"77","FF",2019-04-03,97.3,-1.45,5.7,"Jacob deGrom",670950,594798,"null","called_strike",NA,NA,NA,NA,3,"null","R","R","R","MIA","NYM","S","null","null",0,0,2019,-0.39,1.55,0.66,2.83,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_225854",6.6769105411902,-141.595432918093,-5.85116360265358,-6.94827904697134,33.1006006955577,-9.74683219858541,3.35,1.6,NA,NA,NA,98.3,2441,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.45,"null","null","null","null","null","null","null",24,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"78","SL",2019-04-03,93.4,-1.51,5.79,"Jacob deGrom",594011,594798,"strikeout","swinging_strike",NA,NA,NA,NA,14,"Rosell Herrera strikes out swinging.  ","R","L","R","MIA","NYM","S","2","null",1,2,2019,0.32,0.61,1.84,2.17,NA,NA,NA,0,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_225829",7.96832620073085,-135.876599907739,-4.98339921125197,2.44708051619904,28.2226660103737,-23.6639763674775,3.79,1.81,NA,NA,NA,94.5,2545,6.8,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.51,"null","null","0.00","1","0","0","null",23,5,"Slider",0,3,0,3,3,0,0,3,"Standard","Strategic",0
"79","FF",2019-04-03,97.6,-1.62,5.66,"Jacob deGrom",594011,594798,"null","foul",NA,NA,NA,NA,8,"null","R","L","R","MIA","NYM","S","null","null",1,2,2019,-0.52,1.37,0.17,2.35,NA,NA,NA,0,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_225812",6.17552821708776,-142.055383811727,-6.76147587893478,-8.73215996916062,35.1476141209959,-11.6703411140602,3.67,1.79,233,NA,NA,99.1,2397,7.3,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.62,"null","null","null","null","null","null","null",23,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"80","SL",2019-04-03,94.6,-1.44,5.78,"Jacob deGrom",594011,594798,"null","foul_tip",NA,NA,NA,NA,9,"null","R","L","R","MIA","NYM","S","null","null",1,1,2019,0.33,0.61,0.82,2.3,NA,NA,NA,0,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_225752",5.20407077132051,-137.813387130097,-4.81406307578173,3.00454347725051,32.214710194195,-23.3266996475739,3.79,1.79,NA,NA,NA,95.5,2461,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.44,"null","null","null","null","null","null","null",23,3,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",0
"81","FF",2019-04-03,97.5,-1.39,5.67,"Jacob deGrom",594011,594798,"null","ball",NA,NA,NA,NA,14,"null","R","L","R","MIA","NYM","B","null","null",0,1,2019,-0.38,1.48,1.48,2.36,NA,NA,NA,0,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_225733",8.78959594201885,-141.826171975765,-7.02221328658814,-7.51898606895842,35.3270718873775,-9.99104621421821,3.79,1.79,NA,NA,NA,99,2376,7.4,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.39,"null","null","null","null","null","null","null",23,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"82","FF",2019-04-03,96.6,-1.67,5.69,"Jacob deGrom",594011,594798,"null","called_strike",NA,NA,NA,NA,7,"null","R","L","R","MIA","NYM","S","null","null",0,0,2019,-0.46,1.5,-0.32,1.74,NA,NA,NA,0,3,"Bot",NA,NA,NA,NA,621512,NA,"190403_225716",4.75575530775051,-140.600954598685,-8.59403990341756,-7.36174136051184,34.7365531570213,-9.87632994988802,3.39,1.61,NA,NA,NA,97.9,2315,7.2,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.67,"null","null","null","null","null","null","null",23,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"83","FF",2019-04-03,98.2,-1.39,5.65,"Jacob deGrom",595453,594798,"field_out","hit_into_play",NA,NA,NA,NA,4,"Chad Wallach pops out to shortstop Amed Rosario.  ","R","R","R","MIA","NYM","X","6","popup",2,2,2019,-0.58,1.49,-0.52,3.06,NA,NA,621446,2,2,"Bot",125.23,146.59,NA,NA,621512,NA,"190403_223856",3.75511829050808,-142.904828271275,-5.05838541911111,-8.9425127592529,34.9272488321417,-10.6121957031664,3.72,1.72,NA,80,69,98.7,2518,6.7,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.39,"0.002","0.002","0.00","1","0","0","3",15,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"84","FF",2019-04-03,97.4,-1.46,5.71,"Jacob deGrom",595453,594798,"null","ball",NA,NA,NA,NA,11,"null","R","R","R","MIA","NYM","B","null","null",1,2,2019,-0.51,1.45,-0.94,3.2,NA,NA,621446,2,2,"Bot",NA,NA,NA,NA,621512,NA,"190403_223831",2.62319565392217,-141.826041027138,-4.61934431763679,-7.63568710370657,33.9538576121226,-11.5140675729501,3.69,1.72,NA,NA,NA,98.2,2508,6.8,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.46,"null","null","null","null","null","null","null",15,5,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"85","SL",2019-04-03,94,-1.32,5.66,"Jacob deGrom",595453,594798,"null","ball",NA,NA,NA,NA,14,"null","R","R","R","MIA","NYM","B","null","null",0,2,2019,0.39,0.65,1.97,1.01,NA,NA,621446,2,2,"Bot",NA,NA,NA,NA,621512,NA,"190403_223810",7.71467113270427,-136.630853952442,-7.82068855058163,3.21894422484738,29.5812971794356,-22.514187083597,3.72,1.69,NA,NA,NA,94.5,2431,6.6,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.32,"null","null","null","null","null","null","null",15,4,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",0
"86","FF",2019-04-03,96.9,-1.29,5.64,"Jacob deGrom",595453,594798,"null","foul",NA,NA,NA,NA,6,"null","R","R","R","MIA","NYM","S","null","null",0,2,2019,-0.5,1.49,0.34,2.51,NA,NA,621446,2,2,"Bot",NA,NA,NA,NA,621512,NA,"190403_223743",5.59391447720397,-141.01397074133,-6.3078240665288,-8.16966713045036,34.0591559358729,-10.7256712222014,3.74,1.69,NA,NA,NA,97.7,2378,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.29,"null","null","null","null","null","null","null",15,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"87","FF",2019-04-03,97.3,-1.38,5.64,"Jacob deGrom",595453,594798,"null","foul",NA,NA,NA,NA,9,"null","R","R","R","MIA","NYM","S","null","null",0,1,2019,-0.71,1.36,0.65,1.89,NA,NA,621446,2,2,"Bot",NA,NA,NA,NA,621512,NA,"190403_223715",7.20423493288449,-141.398395489624,-7.74601579011628,-11.4086578570377,34.230101860341,-11.9745978920551,3.72,1.67,NA,NA,NA,98.1,2370,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.38,"null","null","null","null","null","null","null",15,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"88","FF",2019-04-03,97,-1.42,5.65,"Jacob deGrom",595453,594798,"null","foul",NA,NA,NA,NA,9,"null","R","R","R","MIA","NYM","S","null","null",0,0,2019,-0.58,1.43,0.55,2.1,NA,NA,621446,2,2,"Bot",NA,NA,NA,NA,621512,NA,"190403_223648",6.67802167232724,-141.045599456407,-7.30611685432899,-9.44085454324443,34.9497652251556,-11.3031010271251,3.67,1.69,NA,NA,NA,97.5,2374,6.8,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.42,"null","null","null","null","null","null","null",15,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"89","FF",2019-04-03,98.3,-1.33,5.68,"Jacob deGrom",621446,594798,"single","hit_into_play_no_out",NA,NA,NA,NA,6,"Lewis Brinson singles on a ground ball to center fielder Keon Broxton.  ","R","R","R","MIA","NYM","X","8","ground_ball",2,2,2019,-0.52,1.43,0.75,2.73,NA,NA,NA,2,2,"Bot",114.32,93.89,NA,NA,621512,NA,"190403_223610",6.91641606225439,-142.921247711094,-5.90495492182381,-8.94053683841253,36.0511999818693,-11.0847342168392,3.76,1.79,81,108.9,2,98.7,2381,6.8,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.33,"0.578","0.521","0.90","1","1","0","4",14,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"90","FF",2019-04-03,97.8,-1.41,5.71,"Jacob deGrom",621446,594798,"null","foul",NA,NA,NA,NA,6,"null","R","R","R","MIA","NYM","S","null","null",2,2,2019,-0.69,1.36,0.37,2.48,NA,NA,NA,2,2,"Bot",NA,NA,NA,NA,621512,NA,"190403_223540",6.5256302623535,-142.28846173853,-6.46764956905276,-11.1052955670631,34.2481273457828,-12.039494853523,3.72,1.72,NA,NA,NA,98.9,2448,7,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.41,"null","null","null","null","null","null","null",14,5,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"91","FF",2019-04-03,97.7,-1.49,5.73,"Jacob deGrom",621446,594798,"null","foul",NA,NA,NA,NA,8,"null","R","R","R","MIA","NYM","S","null","null",2,1,2019,-0.32,1.39,0.14,2.09,NA,NA,NA,2,2,"Bot",NA,NA,NA,NA,621512,NA,"190403_223519",5.09026138256408,-142.056097866781,-7.4220135302478,-5.46102010835284,33.8342873698612,-12.0523464659596,3.69,1.69,NA,NA,NA,97.3,2392,6.2,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.49,"null","null","null","null","null","null","null",14,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
